#Organism Name,Strain,GenBank FTP,RefSeq FTP
"Campylobacter jejuni","CJ677CC039","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/745/GCA_001506745.1_ASM150674v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/506/745/GCF_001506745.1_ASM150674v1"
"Staphylococcus aureus subsp. aureus ST228","ST228","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/385/GCA_000967385.1_ASM96738v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/385/GCF_000967385.1_ASM96738v1"
"Listeria monocytogenes","WSLC 1019","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/865/GCA_001454865.1_ASM145486v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/865/GCF_001454865.1_ASM145486v1"
"Helicobacter pylori","Hp238","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/025/GCA_000817025.1_ASM81702v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/025/GCF_000817025.1_ASM81702v1"
"Neisseria meningitidis","M22822","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/025/GCA_001698025.1_ASM169802v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/025/GCF_001698025.1_ASM169802v1"
"Escherichia coli O145:H28 str. RM13516","RM13516","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/055/GCA_000520055.1_ASM52005v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/055/GCF_000520055.1_ASM52005v1"
"Mycobacterium tuberculosis","Beijing/391","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/815/GCA_002116815.1_ASM211681v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/815/GCF_002116815.1_ASM211681v1"
"Streptococcus pyogenes","FDAARGOS_514","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/725/GCA_003812725.1_ASM381272v1",
"Streptococcus pneumoniae","NCTC12977","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/585/GCA_900636585.1_43058_B01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/585/GCF_900636585.1_43058_B01"
"Fusobacterium nucleatum subsp. animalis","ChDC F332","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/645/GCA_002211645.1_ASM221164v1",
"Pseudomonas aeruginosa","PA_D5","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/025/GCA_001722025.1_ASM172202v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/025/GCF_001722025.1_ASM172202v1"
"Streptococcus agalactiae","SA75","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/881/865/GCA_002881865.1_ASM288186v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/881/865/GCF_002881865.1_ASM288186v1"
"Acinetobacter baumannii","15A34","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/685/GCA_002082685.1_ASM208268v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/685/GCF_002082685.1_ASM208268v1"
"Legionella pneumophila subsp. pneumophila","Bellingham 1 (D-7473)","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/003/815/GCA_003003815.1_ASM300381v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/815/GCF_003003815.1_ASM300381v1"
"Chlamydia trachomatis","E-32931","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/495/GCA_001655495.1_ASM165549v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/495/GCF_001655495.1_ASM165549v1"
"Burkholderia pseudomallei","2008724860","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/125/GCA_002111125.1_ASM211112v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/125/GCF_002111125.1_ASM211112v1"
"Xanthomonas oryzae pv. oryzae","CFBP7340","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/365/GCA_004355365.1_ASM435536v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/365/GCF_004355365.1_ASM435536v1"
"Bacillus subtilis","BJ3-2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/893/805/GCA_002893805.1_ASM289380v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/893/805/GCF_002893805.1_ASM289380v1"
"Klebsiella pneumoniae","20_GR_12","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/701/845/GCA_001701845.2_ASM170184v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/701/845/GCF_001701845.2_ASM170184v2"
"Enterococcus faecium","E1774","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/785/GCA_900638785.1_E1774_hybrid_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/785/GCF_900638785.1_E1774_hybrid_assembly"
"Bordetella pertussis","VA-145","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/585/GCA_001686585.1_ASM168658v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/585/GCF_001686585.1_ASM168658v1"
"Lactobacillus plantarum","ATG-K8","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/597/615/GCA_003597615.1_ASM359761v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/615/GCF_003597615.1_ASM359761v1"
"Corynebacterium pseudotuberculosis","SigmaE","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/715/GCA_002072715.1_ASM207271v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/715/GCF_002072715.1_ASM207271v1"
"Pseudomonas sp. 11K1","11K1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/786/035/GCA_004786035.1_ASM478603v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/786/035/GCF_004786035.1_ASM478603v1"
"Bacillus velezensis","DSYZ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/285/085/GCA_003285085.1_ASM328508v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/085/GCF_003285085.1_ASM328508v1"
"Bacillus velezensis","CBMB205","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/885/GCA_003431885.1_ASM343188v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/431/885/GCF_003431885.1_ASM343188v1"
"Pseudomonas sp. DG56-2","DG56-2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/803/755/GCA_004803755.1_ASM480375v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/803/755/GCF_004803755.1_ASM480375v1"
"Corynebacterium pseudotuberculosis","ATCC 19410","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/155/265/GCA_002155265.1_ASM215526v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/155/265/GCF_002155265.1_ASM215526v1"
"Lactobacillus plantarum","ATG-K2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/597/635/GCA_003597635.1_ASM359763v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/635/GCF_003597635.1_ASM359763v1"
"Bordetella pertussis","VA-010","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/605/GCA_001686605.1_ASM168660v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/605/GCF_001686605.1_ASM168660v1"
"Bifidobacterium bifidum LMG 13195","JCM 7004","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/573/955/GCA_003573955.1_ASM357395v1",
"Enterococcus faecium","E4413","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/795/GCA_900638795.1_E4413_hybrid_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/795/GCF_900638795.1_E4413_hybrid_assembly"
"Klebsiella pneumoniae","2_GR_12","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/045/GCA_001702045.2_ASM170204v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/702/045/GCF_001702045.2_ASM170204v2"
"Bacillus subtilis","ATCC 21228","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/982/175/GCA_002982175.1_ASM298217v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/982/175/GCF_002982175.1_ASM298217v1"
"Xanthomonas oryzae pv. oryzae","CFBP7325","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/385/GCA_004355385.1_ASM435538v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/385/GCF_004355385.1_ASM435538v1"
"Burkholderia pseudomallei","2010007509","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/145/GCA_002111145.1_ASM211114v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/145/GCF_002111145.1_ASM211114v1"
"Chlamydia trachomatis","E-DK-20","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/535/GCA_001655535.1_ASM165553v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/535/GCF_001655535.1_ASM165553v1"
"Legionella pneumophila subsp. fraseri","Lansing 3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/003/865/GCA_003003865.1_ASM300386v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/865/GCF_003003865.1_ASM300386v1"
"Acinetobacter baumannii","15A5","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/705/GCA_002082705.1_ASM208270v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/705/GCF_002082705.1_ASM208270v1"
"Streptococcus agalactiae","SA132","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/882/035/GCA_002882035.1_ASM288203v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/882/035/GCF_002882035.1_ASM288203v1"
"Pseudomonas aeruginosa","PA_D21","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/045/GCA_001722045.1_ASM172204v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/045/GCF_001722045.1_ASM172204v1"
"Streptococcus pneumoniae","2245STDY5699475","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/692/665/GCA_900692665.1_12290_3_44-2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/665/GCF_900692665.1_12290_3_44-2"
"Streptococcus pyogenes","Duke-Large","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/814/365/GCA_003814365.1_ASM381436v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/814/365/GCF_003814365.1_ASM381436v1"
"Mycobacterium tuberculosis","Beijing-like/50148","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/835/GCA_002116835.1_ASM211683v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/835/GCF_002116835.1_ASM211683v1"
"Escherichia coli","ST540","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/597/845/GCA_000597845.1_ASM59784v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/597/845/GCF_000597845.1_ASM59784v1"
"Neisseria meningitidis","M07162","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/045/GCA_001698045.1_ASM169804v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/045/GCF_001698045.1_ASM169804v1"
"Helicobacter pylori 26695-1","26695-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/985/GCA_000826985.1_ASM82698v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/985/GCF_000826985.1_ASM82698v1"
"Listeria monocytogenes","WSLC 1020","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/885/GCA_001454885.1_ASM145488v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/885/GCF_001454885.1_ASM145488v1"
"Staphylococcus aureus subsp. aureus ST228","ST228","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/405/GCA_000967405.1_ASM96740v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/405/GCF_000967405.1_ASM96740v1"
"Campylobacter jejuni","CJ677CC085","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/765/GCA_001506765.1_ASM150676v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/506/765/GCF_001506765.1_ASM150676v1"
"Salmonella enterica subsp. enterica serovar Oranienburg str. 0250","CFSAN001285","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/815/GCA_000486815.2_ASM48681v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/815/GCF_000486815.2_ASM48681v2"
"Campylobacter jejuni","CJ677CC052","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/785/GCA_001506785.1_ASM150678v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/506/785/GCF_001506785.1_ASM150678v1"
"Salmonella enterica subsp. enterica serovar Minnesota str. ATCC 49284","ATCC 49284","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/855/GCA_000486855.2_ASM48685v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/855/GCF_000486855.2_ASM48685v2"
"Staphylococcus aureus","FCFHV36","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/225/GCA_000969225.1_ASM96922v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/225/GCF_000969225.1_ASM96922v1"
"Listeria monocytogenes ATCC 19117","WSLC 1033","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/905/GCA_001454905.1_ASM145490v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/905/GCF_001454905.1_ASM145490v1"
"Helicobacter pylori","26695-1MET","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/025/GCA_000827025.1_ASM82702v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/025/GCF_000827025.1_ASM82702v1"
"Neisseria meningitidis","M08000","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/065/GCA_001698065.1_ASM169806v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/065/GCF_001698065.1_ASM169806v1"
"Escherichia coli","ST540","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/625/GCA_000599625.1_ASM59962v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/625/GCF_000599625.1_ASM59962v1"
"Mycobacterium tuberculosis","Beijing-like/1104","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/855/GCA_002116855.1_ASM211685v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/855/GCF_002116855.1_ASM211685v1"
"Streptococcus pyogenes","RLGH","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/814/385/GCA_003814385.1_ASM381438v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/814/385/GCF_003814385.1_ASM381438v1"
"Streptococcus pneumoniae","GPS_US_PATH396-sc-2296505","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/692/935/GCA_900692935.1_18090_1_84-2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/935/GCF_900692935.1_18090_1_84-2"
"Pseudomonas aeruginosa","ATCC 15692","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/505/GCA_001729505.1_ASM172950v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/505/GCF_001729505.1_ASM172950v1"
"Streptococcus agalactiae","SA201","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/882/205/GCA_002882205.1_ASM288220v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/882/205/GCF_002882205.1_ASM288220v1"
"Acinetobacter baumannii","USA2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/725/GCA_002082725.1_ASM208272v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/725/GCF_002082725.1_ASM208272v1"
"Legionella pneumophila subsp. fraseri","D-5744","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/003/955/GCA_003003955.1_ASM300395v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/955/GCF_003003955.1_ASM300395v1"
"Chlamydia trachomatis","F-6068","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/575/GCA_001655575.1_ASM165557v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/575/GCF_001655575.1_ASM165557v1"
"Burkholderia pseudomallei","2011756189","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/165/GCA_002111165.1_ASM211116v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/165/GCF_002111165.1_ASM211116v1"
"Xanthomonas oryzae pv. oryzae","CFBP7323","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/405/GCA_004355405.1_ASM435540v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/405/GCF_004355405.1_ASM435540v1"
"Coxiella burnetii Cb175_Guyana","Cb175_Guyana","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/545/GCA_000359545.5_G255_GS",
"Bacillus subtilis","QB61","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/148/355/GCA_003148355.2_ASM314835v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/355/GCF_003148355.1_ASM314835v2"
"Klebsiella pneumoniae","DHQP1002001","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/235/GCA_001704235.1_ASM170423v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/235/GCF_001704235.1_ASM170423v1"
"Bacillus mycoides","TH26","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/995/GCA_004367995.1_ASM436799v1",
"Enterococcus faecium","E4402","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/805/GCA_900638805.1_E4402_hybrid_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/805/GCF_900638805.1_E4402_hybrid_assembly"
"Bordetella pertussis","UT25Sm1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/625/GCA_001686625.1_ASM168662v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/625/GCF_001686625.1_ASM168662v1"
"Lactobacillus plantarum","NCIMB 700965","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/015/GCA_003611015.1_ASM361101v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/611/015/GCF_003611015.1_ASM361101v1"
"Corynebacterium pseudotuberculosis","PA08; A19","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/794/435/GCA_002794435.1_ASM279443v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/794/435/GCF_002794435.1_ASM279443v1"
"Bacillus velezensis","K26","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/432/425/GCA_003432425.1_ASM343242v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/432/425/GCF_003432425.1_ASM343242v1"
"Bacillus velezensis","BIM B-439D","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/955/GCA_003546955.1_ASM354695v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/546/955/GCF_003546955.1_ASM354695v1"
"Corynebacterium pseudotuberculosis","KM01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/869/805/GCA_002869805.1_ASM286980v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/869/805/GCF_002869805.1_ASM286980v1"
"Lactobacillus plantarum","ZFM9","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/627/335/GCA_003627335.1_ASM362733v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/627/335/GCF_003627335.1_ASM362733v1"
"Bordetella pertussis","B203","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/385/GCA_001687385.1_ASM168738v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/385/GCF_001687385.1_ASM168738v1"
"Enterococcus faecium","E0595","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/815/GCA_900638815.1_E0595_hybrid_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/815/GCF_900638815.1_E0595_hybrid_assembly"
"Bifidobacterium animalis subsp. lactis DSM 10140","DSM 10140","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/965/GCA_000022965.1_ASM2296v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/965/GCF_000022965.1_ASM2296v1"
"Klebsiella pneumoniae","blood sample 2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/705/385/GCA_001705385.1_ASM170538v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/385/GCF_001705385.1_ASM170538v1"
"Bacillus subtilis subsp. inaquosorum","KCTC 13429","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/148/415/GCA_003148415.1_ASM314841v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/415/GCF_003148415.1_ASM314841v1"
"Xanthomonas oryzae pv. oryzae","CFBP7321","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/425/GCA_004355425.1_ASM435542v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/425/GCF_004355425.1_ASM435542v1"
"Burkholderia pseudomallei","2013746777","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/205/GCA_002111205.1_ASM211120v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/205/GCF_002111205.1_ASM211120v1"
"Chlamydia trachomatis","QH111L","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/175/GCA_001885175.1_ASM188517v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/175/GCF_001885175.1_ASM188517v1"
"Legionella pneumophila","D-7708","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/004/065/GCA_003004065.1_ASM300406v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/004/065/GCF_003004065.1_ASM300406v1"
"Acinetobacter baumannii","SSA6","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/745/GCA_002082745.1_ASM208274v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/745/GCF_002082745.1_ASM208274v1"
"Streptococcus agalactiae","SA212","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/882/275/GCA_002882275.1_ASM288227v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/882/275/GCF_002882275.1_ASM288227v1"
"Pseudomonas aeruginosa","FA-HZ1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/705/GCA_001750705.1_ASM175070v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/705/GCF_001750705.1_ASM175070v1"
"Streptococcus pneumoniae","2245STDY6106635","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/692/945/GCA_900692945.1_18090_1_90-2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/945/GCF_900692945.1_18090_1_90-2"
"Streptococcus pyogenes","MGAS27961","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/010/855/GCA_004010855.1_ASM401085v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/855/GCF_004010855.1_ASM401085v1"
"Mycobacterium tuberculosis","MTB2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/235/GCA_002208235.1_ASM220823v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/235/GCF_002208235.1_ASM220823v1"
"Escherichia coli","ST540","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/645/GCA_000599645.1_ASM59964v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/645/GCF_000599645.1_ASM59964v1"
"Neisseria meningitidis","M24705","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/085/GCA_001698085.1_ASM169808v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/085/GCF_001698085.1_ASM169808v1"
"Helicobacter pylori NY40","NY40","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/955/GCA_000828955.1_ASM82895v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/955/GCF_000828955.1_ASM82895v1"
"Listeria monocytogenes","WSLC 1047","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/925/GCA_001454925.1_ASM145492v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/925/GCF_001454925.1_ASM145492v1"
"Staphylococcus aureus","FDAARGOS_2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/018/645/GCA_001018645.2_ASM101864v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/018/645/GCF_001018645.2_ASM101864v2"
"Salmonella enterica subsp. enterica serovar Mbandaka str. ATCC 51958","ATCC 51958","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/915/GCA_000486915.2_ASM48691v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/915/GCF_000486915.2_ASM48691v2"
"Campylobacter jejuni","CJ677CC527","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/805/GCA_001506805.1_ASM150680v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/506/805/GCF_001506805.1_ASM150680v1"
"Campylobacter jejuni","CJ677CC078","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/825/GCA_001506825.1_ASM150682v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/506/825/GCF_001506825.1_ASM150682v1"
"Salmonella enterica subsp. enterica serovar Muenster str. 420","CFSAN001301","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/015/GCA_000487015.2_ASM48701v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/487/015/GCF_000487015.2_ASM48701v2"
